"","Province/State","Country/Region","Lat","Long","Date","Value"
"214","","Turkey",38.9637,35.2433,"1/22/20",0
"215","","Uganda",1,32,"1/22/20",0
"216","","Ukraine",48.3794,31.1656,"1/22/20",0
"217","","United Arab Emirates",24,54,"1/22/20",0
"218","Bermuda","United Kingdom",32.3078,-64.7505,"1/22/20",0
"219","Cayman Islands","United Kingdom",19.3133,-81.2546,"1/22/20",0
"220","Channel Islands","United Kingdom",49.3723,-2.3644,"1/22/20",0
"221","Gibraltar","United Kingdom",36.1408,-5.3536,"1/22/20",0
"222","Isle of Man","United Kingdom",54.2361,-4.5481,"1/22/20",0
"223","Montserrat","United Kingdom",16.7425,-62.1874,"1/22/20",0
"224","","United Kingdom",55.3781,-3.436,"1/22/20",0
"225","","Uruguay",-32.5228,-55.7658,"1/22/20",0
"226","","US",37.0902,-95.7129,"1/22/20",0
"227","","Uzbekistan",41.3775,64.5853,"1/22/20",0
"228","","Venezuela",6.4238,-66.5897,"1/22/20",0
"229","","Vietnam",16,108,"1/22/20",0
"230","","Zambia",-15.4167,28.2833,"1/22/20",0
"231","","Zimbabwe",-20,30,"1/22/20",0
"232","","West Bank and Gaza",31.9522,35.2332,"1/22/20",0
"233","","Laos",19.85627,102.495496,"1/22/20",0
"234","","Kosovo",42.602636,20.902977,"1/22/20",0
"235","","Burma",21.9162,95.956,"1/22/20",0
"236","","Afghanistan",33,65,"1/23/20",0
"237","","Albania",41.1533,20.1683,"1/23/20",0
"238","","Algeria",28.0339,1.6596,"1/23/20",0
"239","","Andorra",42.5063,1.5218,"1/23/20",0
"240","","Angola",-11.2027,17.8739,"1/23/20",0
"241","","Antigua and Barbuda",17.0608,-61.7964,"1/23/20",0
"242","","Argentina",-38.4161,-63.6167,"1/23/20",0
"243","","Armenia",40.0691,45.0382,"1/23/20",0
"244","Australian Capital Territory","Australia",-35.4735,149.0124,"1/23/20",0
"245","New South Wales","Australia",-33.8688,151.2093,"1/23/20",0
"246","Northern Territory","Australia",-12.4634,130.8456,"1/23/20",0
"247","Queensland","Australia",-28.0167,153.4,"1/23/20",0
"248","South Australia","Australia",-34.9285,138.6007,"1/23/20",0
"249","Tasmania","Australia",-41.4545,145.9707,"1/23/20",0
"250","Victoria","Australia",-37.8136,144.9631,"1/23/20",0
"251","Western Australia","Australia",-31.9505,115.8605,"1/23/20",0
"252","","Austria",47.5162,14.5501,"1/23/20",0
"253","","Azerbaijan",40.1431,47.5769,"1/23/20",0
"254","","Bahamas",25.0343,-77.3963,"1/23/20",0
"255","","Bahrain",26.0275,50.55,"1/23/20",0
"256","","Bangladesh",23.685,90.3563,"1/23/20",0
"257","","Barbados",13.1939,-59.5432,"1/23/20",0
"258","","Belarus",53.7098,27.9534,"1/23/20",0
"259","","Belgium",50.8333,4,"1/23/20",0
"260","","Belize",13.1939,-59.5432,"1/23/20",0
"261","","Benin",9.3077,2.3158,"1/23/20",0
"262","","Bhutan",27.5142,90.4336,"1/23/20",0
"263","","Bolivia",-16.2902,-63.5887,"1/23/20",0
"264","","Bosnia and Herzegovina",43.9159,17.6791,"1/23/20",0
"265","","Brazil",-14.235,-51.9253,"1/23/20",0
"266","","Brunei",4.5353,114.7277,"1/23/20",0
"267","","Bulgaria",42.7339,25.4858,"1/23/20",0
"268","","Burkina Faso",12.2383,-1.5616,"1/23/20",0
"269","","Cabo Verde",16.5388,-23.0418,"1/23/20",0
"270","","Cambodia",11.55,104.9167,"1/23/20",0
"271","","Cameroon",3.848,11.5021,"1/23/20",0
"272","","Canada",56.1304,-106.3468,"1/23/20",0
"273","","Central African Republic",6.6111,20.9394,"1/23/20",0
"274","","Chad",15.4542,18.7322,"1/23/20",0
"275","","Chile",-35.6751,-71.543,"1/23/20",0
"276","Anhui","China",31.8257,117.2264,"1/23/20",0
"277","Beijing","China",40.1824,116.4142,"1/23/20",0
"278","Chongqing","China",30.0572,107.874,"1/23/20",0
"279","Fujian","China",26.0789,117.9874,"1/23/20",0
"280","Gansu","China",37.8099,101.0583,"1/23/20",0
"281","Guangdong","China",23.3417,113.4244,"1/23/20",2
"282","Guangxi","China",23.8298,108.7881,"1/23/20",0
"283","Guizhou","China",26.8154,106.8748,"1/23/20",0
"284","Hainan","China",19.1959,109.7453,"1/23/20",0
"285","Hebei","China",39.549,116.1306,"1/23/20",0
"286","Heilongjiang","China",47.862,127.7615,"1/23/20",0
"287","Henan","China",33.882,113.614,"1/23/20",0
"288","Hong Kong","China",22.3,114.2,"1/23/20",0
"289","Hubei","China",30.9756,112.2707,"1/23/20",28
"290","Hunan","China",27.6104,111.7088,"1/23/20",0
"291","Inner Mongolia","China",44.0935,113.9448,"1/23/20",0
"292","Jiangsu","China",32.9711,119.455,"1/23/20",0
"293","Jiangxi","China",27.614,115.7221,"1/23/20",0
"294","Jilin","China",43.6661,126.1923,"1/23/20",0
"295","Liaoning","China",41.2956,122.6085,"1/23/20",0
"296","Macau","China",22.1667,113.55,"1/23/20",0
"297","Ningxia","China",37.2692,106.1655,"1/23/20",0
"298","Qinghai","China",35.7452,95.9956,"1/23/20",0
"299","Shaanxi","China",35.1917,108.8701,"1/23/20",0
"300","Shandong","China",36.3427,118.1498,"1/23/20",0
"301","Shanghai","China",31.202,121.4491,"1/23/20",0
"302","Shanxi","China",37.5777,112.2922,"1/23/20",0
"303","Sichuan","China",30.6171,102.7103,"1/23/20",0
"304","Tianjin","China",39.3054,117.323,"1/23/20",0
"305","Tibet","China",31.6927,88.0924,"1/23/20",0
"306","Xinjiang","China",41.1129,85.2401,"1/23/20",0
"307","Yunnan","China",24.974,101.487,"1/23/20",0
"308","Zhejiang","China",29.1832,120.0934,"1/23/20",0
"309","","Colombia",4.5709,-74.2973,"1/23/20",0
"310","","Congo (Brazzaville)",-4.0383,21.7587,"1/23/20",0
"311","","Congo (Kinshasa)",-4.0383,21.7587,"1/23/20",0
"312","","Costa Rica",9.7489,-83.7534,"1/23/20",0
"313","","Cote d'Ivoire",7.54,-5.5471,"1/23/20",0
"314","","Croatia",45.1,15.2,"1/23/20",0
"315","","Diamond Princess",0,0,"1/23/20",0
"316","","Cuba",22,-80,"1/23/20",0
"317","","Cyprus",35.1264,33.4299,"1/23/20",0
"318","","Czechia",49.8175,15.473,"1/23/20",0
"319","Faroe Islands","Denmark",61.8926,-6.9118,"1/23/20",0
"320","Greenland","Denmark",71.7069,-42.6043,"1/23/20",0
"321","","Denmark",56.2639,9.5018,"1/23/20",0
"322","","Djibouti",11.8251,42.5903,"1/23/20",0
"323","","Dominica",15.415,-61.371,"1/23/20",0
"324","","Dominican Republic",18.7357,-70.1627,"1/23/20",0
"325","","Ecuador",-1.8312,-78.1834,"1/23/20",0
"326","","Egypt",26,30,"1/23/20",0
"327","","El Salvador",13.7942,-88.8965,"1/23/20",0
"328","","Equatorial Guinea",1.5,10,"1/23/20",0
"329","","Eritrea",15.1794,39.7823,"1/23/20",0
"330","","Estonia",58.5953,25.0136,"1/23/20",0
"331","","Eswatini",-26.5225,31.4659,"1/23/20",0
"332","","Ethiopia",9.145,40.4897,"1/23/20",0
"333","","Fiji",-17.7134,178.065,"1/23/20",0
"334","","Finland",64,26,"1/23/20",0
"335","French Guiana","France",3.9339,-53.1258,"1/23/20",0
"336","French Polynesia","France",-17.6797,149.4068,"1/23/20",0
"337","Guadeloupe","France",16.25,-61.5833,"1/23/20",0
"338","Martinique","France",14.6415,-61.0242,"1/23/20",0
"339","Mayotte","France",-12.8275,45.1662,"1/23/20",0
"340","New Caledonia","France",-20.9043,165.618,"1/23/20",0
"341","Reunion","France",-21.1351,55.2471,"1/23/20",0
"342","Saint Barthelemy","France",17.9,-62.8333,"1/23/20",0
"343","St Martin","France",18.0708,-63.0501,"1/23/20",0
"344","","France",46.2276,2.2137,"1/23/20",0
"345","","Gabon",-0.8037,11.6094,"1/23/20",0
"346","","Gambia",13.4432,-15.3101,"1/23/20",0
"347","","Georgia",42.3154,43.3569,"1/23/20",0
"348","","Germany",51,9,"1/23/20",0
"349","","Ghana",7.9465,-1.0232,"1/23/20",0
"350","","Grenada",12.1165,-61.679,"1/23/20",0
"351","","Greece",39.0742,21.8243,"1/23/20",0
"352","","Guatemala",15.7835,-90.2308,"1/23/20",0
"353","","Guinea",9.9456,-9.6966,"1/23/20",0
"354","","Guinea-Bissau",11.8037,-15.1804,"1/23/20",0
"355","","Guyana",5,-58.75,"1/23/20",0
"356","","Haiti",18.9712,-72.2852,"1/23/20",0
"357","","Holy See",41.9029,12.4534,"1/23/20",0
"358","","Honduras",15.2,-86.2419,"1/23/20",0
"359","","Hungary",47.1625,19.5033,"1/23/20",0
"360","","Iceland",64.9631,-19.0208,"1/23/20",0
"361","","India",21,78,"1/23/20",0
"362","","Indonesia",-0.7893,113.9213,"1/23/20",0
"363","","Iran",32,53,"1/23/20",0
"364","","Iraq",33,44,"1/23/20",0
"365","","Ireland",53.1424,-7.6921,"1/23/20",0
"366","","Israel",31,35,"1/23/20",0
"367","","Italy",43,12,"1/23/20",0
"368","","Jamaica",18.1096,-77.2975,"1/23/20",0
"369","","Japan",36,138,"1/23/20",0
"370","","Jordan",31.24,36.51,"1/23/20",0
"371","","Kazakhstan",48.0196,66.9237,"1/23/20",0
"372","","Kenya",-0.0236,37.9062,"1/23/20",0
"373","","Korea, South",36,128,"1/23/20",0
"374","","Kuwait",29.5,47.75,"1/23/20",0
"375","","Kyrgyzstan",41.2044,74.7661,"1/23/20",0
"376","","Latvia",56.8796,24.6032,"1/23/20",0
"377","","Lebanon",33.8547,35.8623,"1/23/20",0
"378","","Liberia",6.4281,-9.4295,"1/23/20",0
"379","","Libya",26.3351,17.228331,"1/23/20",0
"380","","Liechtenstein",47.14,9.55,"1/23/20",0
"381","","Lithuania",55.1694,23.8813,"1/23/20",0
"382","","Luxembourg",49.8153,6.1296,"1/23/20",0
"383","","Madagascar",-18.7669,46.8691,"1/23/20",0
"384","","Malaysia",2.5,112.5,"1/23/20",0
"385","","Maldives",3.2028,73.2207,"1/23/20",0
"386","","Mali",17.570692,-3.996166,"1/23/20",0
"387","","Malta",35.9375,14.3754,"1/23/20",0
"388","","Mauritania",21.0079,10.9408,"1/23/20",0
"389","","Mauritius",-20.2,57.5,"1/23/20",0
"390","","Mexico",23.6345,-102.5528,"1/23/20",0
"391","","Moldova",47.4116,28.3699,"1/23/20",0
"392","","Monaco",43.7333,7.4167,"1/23/20",0
"393","","Mongolia",46.8625,103.8467,"1/23/20",0
"394","","Montenegro",42.5,19.3,"1/23/20",0
"395","","Morocco",31.7917,-7.0926,"1/23/20",0
"396","","Mozambique",-18.6657,35.5296,"1/23/20",0
"397","","Namibia",-22.9576,18.4904,"1/23/20",0
"398","","Nepal",28.1667,84.25,"1/23/20",0
"399","Aruba","Netherlands",12.5186,-70.0358,"1/23/20",0
"400","Curacao","Netherlands",12.1696,-68.99,"1/23/20",0
"401","Sint Maarten","Netherlands",18.0425,-63.0548,"1/23/20",0
"402","","Netherlands",52.1326,5.2913,"1/23/20",0
"403","","New Zealand",-40.9006,174.886,"1/23/20",0
"404","","Nicaragua",12.8654,-85.2072,"1/23/20",0
"405","","Niger",17.6078,8.0817,"1/23/20",0
"406","","Nigeria",9.082,8.6753,"1/23/20",0
"407","","North Macedonia",41.6086,21.7453,"1/23/20",0
"408","","Norway",60.472,8.4689,"1/23/20",0
"409","","Oman",21,57,"1/23/20",0
"410","","Pakistan",30.3753,69.3451,"1/23/20",0
"411","","Panama",8.538,-80.7821,"1/23/20",0
"412","","Papua New Guinea",-6.315,143.9555,"1/23/20",0
"413","","Paraguay",-23.4425,-58.4438,"1/23/20",0
"414","","Peru",-9.19,-75.0152,"1/23/20",0
"415","","Philippines",13,122,"1/23/20",0
"416","","Poland",51.9194,19.1451,"1/23/20",0
"417","","Portugal",39.3999,-8.2245,"1/23/20",0
"418","","Qatar",25.3548,51.1839,"1/23/20",0
"419","","Romania",45.9432,24.9668,"1/23/20",0
"420","","Russia",60,90,"1/23/20",0
"421","","Rwanda",-1.9403,29.8739,"1/23/20",0
"422","","Saint Kitts and Nevis",17.357822,-62.782998,"1/23/20",0
"423","","Saint Lucia",13.9094,-60.9789,"1/23/20",0
"424","","Saint Vincent and the Grenadines",12.9843,-61.2872,"1/23/20",0
"425","","San Marino",43.9424,12.4578,"1/23/20",0
"426","","Saudi Arabia",24,45,"1/23/20",0
"427","","Senegal",14.4974,-14.4524,"1/23/20",0
"428","","Serbia",44.0165,21.0059,"1/23/20",0
"429","","Seychelles",-4.6796,55.492,"1/23/20",0
"430","","Singapore",1.2833,103.8333,"1/23/20",0
"431","","Slovakia",48.669,19.699,"1/23/20",0
"432","","Slovenia",46.1512,14.9955,"1/23/20",0
"433","","Somalia",5.1521,46.1996,"1/23/20",0
"434","","South Africa",-30.5595,22.9375,"1/23/20",0
"435","","Spain",40,-4,"1/23/20",0
"436","","Sri Lanka",7,81,"1/23/20",0
"437","","Sudan",12.8628,30.2176,"1/23/20",0
"438","","Suriname",3.9193,-56.0278,"1/23/20",0
"439","","Sweden",63,16,"1/23/20",0
"440","","Switzerland",46.8182,8.2275,"1/23/20",0
"441","","Syria",34.8021,38.9968,"1/23/20",0
"442","","Taiwan*",23.7,121,"1/23/20",0
"443","","Tanzania",-6.369,34.8888,"1/23/20",0
"444","","Thailand",15,101,"1/23/20",0
"445","","Timor-Leste",-8.8742,125.7275,"1/23/20",0
"446","","Togo",8.6195,0.8248,"1/23/20",0
"447","","Trinidad and Tobago",10.6918,-61.2225,"1/23/20",0
"448","","Tunisia",34,9,"1/23/20",0
"449","","Turkey",38.9637,35.2433,"1/23/20",0
"450","","Uganda",1,32,"1/23/20",0
"451","","Ukraine",48.3794,31.1656,"1/23/20",0
"452","","United Arab Emirates",24,54,"1/23/20",0
"453","Bermuda","United Kingdom",32.3078,-64.7505,"1/23/20",0
"454","Cayman Islands","United Kingdom",19.3133,-81.2546,"1/23/20",0
"455","Channel Islands","United Kingdom",49.3723,-2.3644,"1/23/20",0
"456","Gibraltar","United Kingdom",36.1408,-5.3536,"1/23/20",0
"457","Isle of Man","United Kingdom",54.2361,-4.5481,"1/23/20",0
"458","Montserrat","United Kingdom",16.7425,-62.1874,"1/23/20",0
"459","","United Kingdom",55.3781,-3.436,"1/23/20",0
"460","","Uruguay",-32.5228,-55.7658,"1/23/20",0
"461","","US",37.0902,-95.7129,"1/23/20",0
"462","","Uzbekistan",41.3775,64.5853,"1/23/20",0
"463","","Venezuela",6.4238,-66.5897,"1/23/20",0
"464","","Vietnam",16,108,"1/23/20",0
"465","","Zambia",-15.4167,28.2833,"1/23/20",0
"466","","Zimbabwe",-20,30,"1/23/20",0
"467","","West Bank and Gaza",31.9522,35.2332,"1/23/20",0
"468","","Laos",19.85627,102.495496,"1/23/20",0
"469","","Kosovo",42.602636,20.902977,"1/23/20",0
"470","","Burma",21.9162,95.956,"1/23/20",0
"471","","Afghanistan",33,65,"1/24/20",0
"472","","Albania",41.1533,20.1683,"1/24/20",0
"473","","Algeria",28.0339,1.6596,"1/24/20",0
"474","","Andorra",42.5063,1.5218,"1/24/20",0
"475","","Angola",-11.2027,17.8739,"1/24/20",0
"476","","Antigua and Barbuda",17.0608,-61.7964,"1/24/20",0
"477","","Argentina",-38.4161,-63.6167,"1/24/20",0
"478","","Armenia",40.0691,45.0382,"1/24/20",0
"479","Australian Capital Territory","Australia",-35.4735,149.0124,"1/24/20",0
"480","New South Wales","Australia",-33.8688,151.2093,"1/24/20",0
"481","Northern Territory","Australia",-12.4634,130.8456,"1/24/20",0
